I Cover The Waterfront,158,158
Idol Gossip,159,159
If I Loved You,160,160
If I Should Lose You,161,161
If I were A Bell,162,162
If You Could See Me Now,163,163
I Get A Kick Out Of You,164,164
I Hear A Rhapsody,166,166
I'm A Pool To Want You,167,167
Imagination,168,168
I'm Gettin' Sentimental Over You,169,169
In Case You Haven't Heard,170,170
Incentive,171,171
Indiana,172,172
In Pursuit Of The 27th Man,173,173
In Walked Bud,174,174
I Remember You,175,175
Island Birdie,176,176
Is It Really True?,177,177
It could Happen To You,178,178
It Had To Be You,179,179
I Thought About You,180,180
It's Only A Paper Moon,181,181
It Might As Well Be Spring,182,182
I've Found A New Baby,184,184
I Will Wait For You,185,185
Jackie,185,185
Jaco,186,186
Jeannine,187,187
Je Ne Sais Pas,188,188
Jody Grind,189,189
Jitterbug Waltz,190,190
Jorgie's,192,192
Joyce's Samba,193,193
Joy To The World,194,194
Jumping With Symphony Sid,194,194
Jump For Me,195,195
Just A Few,196,196
Just A-Sittin' and A-Rockin',197,197
Just In Time,198,198
Just You Just Me,199,199
Just The Way You Are,200,200
Kary's France,202,202
Katrina Ballerina,203,203
Kentucky Oysters,204,204
"Kicker, The",204,
Kids Are Pretty People,205,205
Killer Joe,206,206
Lady's Blues,207,207
Lakes,208,208
Laura,209,209
"Last Page, The",210,
La Nevada Blues,212,212
Limbo,212,212
Leila,213,213
Lennie's Pennies,214,214
Lester Leaps In,215,215
Let's Cook One,216,216
Liberated Brother,217,217
Lies,218,218
Light As A Feather,219,219
Like Sonny,220,220
Little Chicago Fire,221,221
Little Sunflower,222,222
Locomotion,223,223
Lone Jack,224,224
Lonely Dreams,226,226
Lover,227,227
Love For Sale,228,228
Lover Man,230,230
Love Vibrations,231,231
Lydian April,232,232
Lennie-Bird,233,233
Mr. Clean,233,233
Make Someone Happy,234,234
"Man I Love, The",235,
Masquerade,236,236
May-Reh,237,237
Mellow Mood,238,238
Memories Of You,239,239
Menina Flor,240,240
Monk's Mood,240,240
Mercy Mercy Mercy,241,241
Miles Ahead,242,242
Minor Mishap,243,243
Minor Mood,244,244
Moak's Shop,245,245
Moanin',246,246
Modesty Blues,247,247
Monk's Sphere,249,249
Mystic Touch,249,249
Moon Glow,250,250
Moon Rays,251,251
Moontrane,252,252
Moose The Mooche,253,253
Morning,254,254
Moten's Swing,255,255
Move,256,256
Moving Out,257,257
Mr. Broadway Theme From,258,258
Theme From Mr. Broadway,258,258
Mr. Jones,259,259
Mr. Magic,260,260
Mr. Sims,261,261
Mrs. Miniver,262,262
Muezzin',263,263
My Little Suede Shoes,264,264
My old Flame,265,265
Nature Boy,266,266
Nearness Of You,267,267
New Thing,268,268
No Me Esqueca,269,269
No Moe,270,270
Nancy Joe,271,271
Now's The Time,271,271
North Atlantic Run,272,272
No Splice,274,274
Nutville,275,275
Off Minor,276,276
On The Trail,276,276
Lady Be Good!,277,277
Old Devil Moon,278,278
On A Clear Day,279,279
Once In Awhile,280,280
One By One,281,281
One Foot In The Gutter,282,282
On The Stairs,283,283
One For Daddy-O,284,284
Opus De Funk,284,284
Our Love Is Here To Stay,285,285
Out Back Of The Barn,286,286
Pannonica,287,287
Palo-Alto,288,288
Patterns,290,290
Pennies From Heaven,292,292
Penny Arcade,293,293
Perdido,294,294
Perdido Line,296,296
People Will Say We're In Love,298,298
Petite Fleure,299,299
Petits Machins,300,300
Pick Yourself Up,301,301
Phase Dance,302,302
Polka Dots And Moonbeams,303,303
Portrait Of Jennie,304,304
Pragression,305,305
"Preacher, The",306,
Pursuance,306,306
Quicksilver,307,307
Recado Bossa Nova,308,308
Red Cross,309,309
Remark You Made,310,310
Robbin's Nest,312,312
Ramblin',313,313
Round Trip,313,313
Rubberneck,314,314
Rhythm-A-Ning,315,315
Salt Peanuts,316,316
Samba Du Bois,317,317
Sandu,318,318
728,318,318
September In The Rain,319,319
September Song,320,320
Saint Thomas,321,321
Serene,321,321
Serenade To A Soul Sister,322,322
Seventeen West,323,323
Song For My Lady,323,323
Shiny Stockings,324,324
Serenity,325,325
Some Other Blues,325,325
Silver's Serenade,326,326
Simone,327,327
Short Stop,328,328
Shutter Bug,328,328
Summer Time,329,329
Swingin' Shepherd Blues,329,329
Sister Sadie,330,330
Saint James Infirmary,331,331
Sippin' At Bell's,331,331
Slipped Disc,332,332
Slow; Hot; Wind,334,334
Smoke Gets In Your Eyes,335,335
Softly As A Morning Sunrise,336,336
Someone To Watch Over Me,337,337
Song For Bilbad,338,338
Soul Eyes,339,339
Soultrane,340,340
Sound Lee,341,341
Speak Like A Child,342,342
Spiral,342,342
Speak Low,343,343
Spring Can Really Hang You Up The Most,345,345
Stardust,346,346
Star Eyes,347,347
Street Louis Blues,348,348
Straight Life,349,349
Strayhorn 2,350,350
Strode Rode,351,351
Strollin,352,352
Struttin' With Some Bar-B-Q,353,353
Sub-Conscious-Lee,354,354
Summer In Central Park,355,355
"Summer Knows, The",356,
Sunshine Express,357,357
"Sweetest Sounds, The",358,
Sweet Georgia Brown,359,359
Syeeda's Song Flute,360,360
Short Riff,362,362
"Thumper, The",362,
Tadd's Delight,363,363
Taking A Chance on Love,364,364
Tangerine,365,365
Tautology,366,366
Teenie' Blues,367,367
Twisted,367,367
Tenderly,368,368
Theirs Tears,369,369
These Foolish Things (Remind Me Of You),370,370
Things Ain't What They Used To Be,371,371
Things To Come,372,372
This I Dig Of You,379,379
Thriving On A Riff,380,380
Tickle-Toe,373,373
Till There was You,374,374
Time After Time,375,375
Tippin',376,376
Time After Time (2nd scan),377,377
Tippin' (2nd scan),378,378
Tomorrow's Destiny,381,381
Toad's Place,382,382
Tenor Madness,384,384
Trane's Blues,384,384
Turn Around,385,385
Two Not One,386,386
Vonetta,387,387
Walkin' Shoes,388,388
"Walkin' Thing, A",389,
Walk Tall,390,390
Wall Street,391,391
Watch What Happens,392,392
Water Colors,393,393
Watersign,394,394
"Way You Look Tonight, The",396,
Weekend Blues,397,397
Wendy,398,398
What's New,399,399
When Lights Are Low,400,400
Whisper Not,401,401
Who Can I Turn To?,402,402
"Whopper, The",403,
Willow Weep For Me,404,404
Wow,405,405
Wrong It Right,406,406
Work Song,407,407
You Better Leave It Alone,407,407
Yana Amina,408,408
Yardbird Suite,409,409
You Stepped Out Of A Dream,410,410
You'd Be So Nice To Come Home To,411,411
Big P,412,412
Bills' Hit Tune,413,413
Bohemia After Dark,414,414
Hi-Fly,415,415
Byrdlike,415,415
Decision,416,416
Lunar Tune,416,416
Little Rootie Tootie,417,417
Manteca,418,418
"Scene Is Clean, The",419,
Sleeping Bee,420,420
Three Base Hit,421,421
Webb City,422,422
